,base,lots-single,lots-10,lots-curriculum,lots-dynamic,pgd-single,pgd-10,pgd-curriculum,pgd-dynamic
accuracy,0.9867,0.9865,0.9811,0.9843,0.9814,0.9827,0.9795,0.9835,0.9858
