,base,lots-single,lots-10,lots-curriculum,lots-dynamic,pgd-single,pgd-10,pgd-curriculum,pgd-dynamic
accuracy,0.7137,0.6452,0.4456,0.3872,0.4265,0.6151,0.2035,0.3606,0.5472
